sensor,stability_pct,mean_shap
59,100.0,0.03115698626246202
519,96.0,0.01050427026247892
460,90.0,0.012111945051888921
33,76.0,0.009700220799126127
0,76.0,0.008637646483577571
426,68.0,0.006018857045693845
205,64.0,0.00587710088778358
129,64.0,0.008494150616008458
468,62.0,0.00663471538719558
420,57.99999999999999,0.007312650353208827
485,54.0,0.004834581406421385
510,54.0,0.005820694951147733
563,54.0,0.005944280000664304
21,48.0,0.005847220194668165
155,42.0,0.003697281677072675
